Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Team,VORP_Percentile,WS_Percentile,BPM_Percentile,VORP_PositionPercentile,WS_PositionPercentile,BPM_PositionPercentile,Successful Pick
1989,NBA,1,3,Sean Elliott,Arizona,742,24502,10544,3204,1897,0.465,0.375,0.799,33.0,14.2,4.3,2.6,55.7,0.109,0.2,13.5,Spurs,0.85,0.88,0.82,0.49,0.54,0.34,False
2023,NBA,2,52,Toumani Camara (↳POR),Dayton,70,1739,527,343,87,0.45,0.337,0.758,24.8,7.5,4.9,1.2,2.0,0.055,-3.1,-0.5,Suns,0.19,0.86,0.55,0.36,0.67,0.48,False
2021,NBA,1,29,Day'Ron Sharpe (↳BRK),UNC,141,1864,840,749,139,0.565,0.364,0.612,13.2,6.0,5.3,1.0,5.7,0.148,-1.3,0.3,Suns,0.58,0.71,0.66,0.65,0.58,0.71,False
2020,NBA,1,10,Jalen Smith,Maryland,207,3406,1766,1075,157,0.517,0.335,0.74,16.5,8.5,5.2,0.8,9.1,0.128,-0.4,1.3,Suns,0.71,0.63,0.74,0.44,0.29,0.6,False
2019,NBA,1,6,Jarrett Culver (↳MIN),Texas Tech,144,2480,934,402,173,0.401,0.276,0.509,17.2,6.5,2.8,1.2,-0.1,-0.001,-4.5,-1.6,Suns,0.06,0.06,0.25,0.3,0.06,0.09,False
2019,NBA,2,32,KZ Okpala (↳MIA),Stanford,98,965,222,148,47,0.409,0.286,0.667,9.8,2.3,1.5,0.5,1.0,0.05,-4.7,-0.7,Suns,0.16,0.32,0.21,0.11,0.5,0.21,False
2018,NBA,1,1,Deandre Ayton,Arizona,358,11066,5966,3761,585,0.592,0.244,0.761,30.9,16.7,10.5,1.6,34.8,0.151,1.0,8.3,Suns,0.9,0.9,0.88,0.36,0.39,0.39,False
2018,NBA,1,16,Zhaire Smith (↳PHI),Texas Tech,13,143,48,15,12,0.378,0.316,0.667,11.0,3.7,1.2,0.9,0.0,0.011,-6.1,-0.1,Suns,0.34,0.12,0.12,0.33,0.12,0.09,False
2018,NBA,2,31,Élie Okobo,,108,1677,523,188,242,0.395,0.315,0.737,15.5,4.8,1.7,2.2,0.5,0.014,-4.1,-0.9,Suns,0.08,0.2,0.19,0.2,0.3,0.33,False
2018,NBA,2,59,George King,Colorado,5,25,1,6,0,0.0,0.0,0.5,5.0,0.2,1.2,0.0,-0.1,-0.225,-17.2,-0.1,Suns,0.34,0.1,0.02,0.64,0.43,0.14,False
2017,NBA,1,4,Josh Jackson,Kansas,291,6718,3276,1159,534,0.416,0.292,0.68,23.1,11.3,4.0,1.8,-1.7,-0.012,-3.8,-3.1,Suns,0.06,0.02,0.21,0.03,0.03,0.06,False
2017,NBA,2,32,Davon Reed,Miami (FL),122,1299,373,212,92,0.408,0.385,0.667,10.6,3.1,1.7,0.8,1.5,0.054,-2.9,-0.3,Suns,0.31,0.34,0.34,0.3,0.57,0.48,False
2017,NBA,2,54,Alec Peters,Valparaiso,20,225,82,37,12,0.378,0.31,0.8,11.3,4.1,1.9,0.6,0.3,0.055,-2.8,0.0,Suns,0.49,0.14,0.38,0.7,0.6,0.53,False
2016,NBA,1,4,Dragan Bender,,187,3755,1014,720,237,0.399,0.323,0.654,20.1,5.4,3.9,1.3,0.5,0.006,-3.9,-1.9,Suns,0.04,0.37,0.27,0.11,0.06,0.03,False
2016,NBA,1,13,Georgios Papagiannis (↳SAC),,39,477,160,123,29,0.514,0.0,0.857,12.2,4.1,3.2,0.7,0.4,0.044,-3.9,-0.2,Suns,0.36,0.33,0.27,0.32,0.09,0.12,False
2016,NBA,1,28,Skal Labissière (↳SAC),Kentucky,148,2595,1069,662,152,0.492,0.353,0.748,17.5,7.2,4.5,1.0,4.4,0.081,-2.3,-0.2,Suns,0.36,0.5,0.44,0.5,0.55,0.55,False
2016,NBA,2,34,Tyler Ulis,Kentucky,133,2782,998,223,537,0.403,0.28,0.808,20.9,7.5,1.7,4.0,0.5,0.008,-3.6,-1.1,Suns,0.12,0.37,0.32,0.1,0.41,0.31,False
2015,NBA,1,13,Devin Booker,Kentucky,598,20354,14529,2413,2993,0.464,0.357,0.87,34.0,24.3,4.0,5.0,45.1,0.106,1.2,16.2,Suns,0.98,0.98,0.89,0.88,0.88,0.94,True
2015,NBA,2,44,Andrew Harrison (↳MEM),Kentucky,145,2987,1012,287,399,0.373,0.294,0.779,20.6,7.0,2.0,2.8,3.2,0.051,-2.8,-0.6,Suns,0.18,0.24,0.21,0.32,0.65,0.56,False
2014,NBA,1,14,T.J. Warren,NC State,385,10365,5497,1515,446,0.505,0.351,0.78,26.9,14.3,3.9,1.2,20.9,0.097,-0.4,4.1,Suns,0.72,0.64,0.74,0.74,0.71,0.77,False
2014,NBA,1,18,Tyler Ennis,Syracuse,186,2336,779,250,359,0.419,0.317,0.768,12.6,4.2,1.3,1.9,1.3,0.026,-3.4,-0.8,Suns,0.16,0.38,0.32,0.21,0.24,0.27,False
2014,NBA,1,27,Bogdan Bogdanović,,449,12950,6590,1520,1470,0.438,0.384,0.843,28.8,14.7,3.4,3.3,22.9,0.085,0.4,7.8,Suns,0.81,0.69,0.83,0.87,0.77,0.87,False
2013,NBA,1,5,Alex Len,Maryland,644,11374,4534,3529,551,0.51,0.324,0.681,17.7,7.0,5.5,0.9,23.2,0.098,-1.9,0.4,Suns,0.52,0.72,0.49,0.31,0.43,0.31,False
2013,NBA,1,30,Nemanja Nedović (↳GSW),,24,142,26,15,13,0.205,0.167,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10.0,-0.3,Suns,0.23,0.04,0.04,0.4,0.05,0.03,False
2012,NBA,1,13,Kendall Marshall,UNC,160,3083,802,253,779,0.399,0.37,0.611,19.3,5.0,1.6,4.9,1.0,0.015,-3.5,-1.1,Suns,0.15,0.24,0.31,0.15,0.15,0.22,False
2011,NBA,1,13,Markieff Morris,Kansas,776,18295,8020,3824,1200,0.445,0.343,0.778,23.6,10.3,4.9,1.5,27.4,0.072,-1.4,2.6,Suns,0.61,0.61,0.55,0.6,0.59,0.51,False
2009,NBA,1,14,Earl Clark,Louisville,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3.0,0.5,2.9,0.038,-2.8,-0.8,Suns,0.09,0.24,0.21,0.24,0.23,0.26,False
2009,NBA,2,48,Taylor Griffin,Oklahoma,8,32,10,2,1,0.4,0.0,0.5,4.0,1.3,0.3,0.1,0.0,-0.039,-8.1,-0.1,Suns,0.26,0.1,0.02,0.61,0.11,0.07,False
2008,NBA,1,15,Robin Lopez,Stanford,992,20937,8326,4660,819,0.537,0.297,0.743,21.1,8.4,4.7,0.8,49.6,0.114,-1.1,4.6,Suns,0.65,0.81,0.62,0.72,0.84,0.61,False
2008,NBA,2,48,Malik Hairston (↳SAS),Oregon,62,472,149,77,29,0.512,0.167,0.514,7.6,2.4,1.2,0.5,0.8,0.086,-2.0,0.0,Suns,0.35,0.21,0.4,0.75,0.55,0.77,False
2007,NBA,1,24,Rudy Fernández (↳POR),,249,5965,2254,608,554,0.399,0.36,0.84,24.0,9.1,2.4,2.2,14.2,0.114,1.7,5.6,Suns,0.8,0.5,0.85,0.71,0.63,0.91,False
2007,NBA,1,29,Alando Tucker,Wisconsin,51,426,211,49,16,0.423,0.294,0.783,8.4,4.1,1.0,0.3,0.4,0.045,-4.5,-0.3,Suns,0.3,0.19,0.18,0.5,0.23,0.19,False
2007,NBA,2,59,D.J. Strawberry,Maryland,33,270,73,28,30,0.315,0.24,0.474,8.2,2.2,0.8,0.9,-0.2,-0.031,-5.6,-0.2,Suns,0.32,0.04,0.12,0.36,0.21,0.57,False
2006,NBA,1,21,Rajon Rondo (↳BOS),Kentucky,957,28571,9337,4349,7584,0.456,0.324,0.611,29.9,9.8,4.5,7.9,61.8,0.104,1.2,23.2,Suns,0.93,0.91,0.89,0.97,0.97,0.89,True
2006,NBA,1,27,Sergio Rodríguez,,353,5281,1747,525,1183,0.409,0.337,0.739,15.0,4.9,1.5,3.4,4.3,0.039,-2.0,0.1,Suns,0.54,0.46,0.54,0.35,0.37,0.35,False
2005,NBA,1,21,Nate Robinson (↳NYK),Washington,618,13878,6807,1446,1826,0.423,0.36,0.796,22.5,11.0,2.3,3.0,27.8,0.096,0.5,8.6,Suns,0.72,0.63,0.85,0.79,0.7,0.77,False
2005,NBA,2,57,Marcin Gortat (↳ORL),,806,20691,7951,6407,915,0.551,0.15,0.68,25.7,9.9,7.9,1.1,61.3,0.142,0.4,12.7,Suns,0.87,0.89,0.83,0.86,0.86,0.71,False
2004,NBA,1,7,Luol Deng (↳CHI),Duke,902,30941,13361,5468,2042,0.456,0.332,0.769,34.3,14.8,6.1,2.3,74.0,0.115,0.9,22.9,Suns,0.92,0.95,0.85,0.97,0.97,0.86,True
2003,NBA,1,17,Žarko Čabarkapa,,150,1550,640,312,85,0.427,0.273,0.733,10.3,4.3,2.1,0.6,1.1,0.035,-3.9,-0.7,Suns,0.18,0.18,0.13,0.22,0.22,0.25,False
2002,NBA,1,9,Amar'e Stoudemire,,846,26254,15994,6632,1050,0.537,0.236,0.761,31.0,18.9,7.8,1.2,92.5,0.169,1.3,21.9,Suns,0.98,1.0,0.95,0.8,0.86,0.8,True
2002,NBA,1,22,Casey Jacobsen,Stanford,287,5320,1488,516,304,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056,-2.2,-0.3,Suns,0.42,0.52,0.49,0.48,0.58,0.55,False
2000,NBA,1,25,Jake Tsakalidis,,315,5005,1497,1238,101,0.49,0.0,0.657,15.9,4.8,3.9,0.3,9.9,0.095,-3.1,-1.4,Suns,0.3,0.55,0.42,0.17,0.7,0.36,False
1999,NBA,1,9,Shawn Marion,UNLV,1163,40097,17700,10101,2198,0.484,0.331,0.81,34.5,15.2,8.7,1.9,124.9,0.15,2.7,47.6,Suns,0.99,1.0,0.95,0.94,0.97,0.91,True
1997,NBA,2,43,Stephen Jackson,Butler County Community College,858,27398,12976,3328,2634,0.414,0.333,0.798,31.9,15.1,3.9,3.1,36.1,0.063,-0.4,11.2,Suns,0.9,0.83,0.75,0.93,0.89,0.85,False
1996,NBA,1,15,Steve Nash,Santa Clara,1217,38069,17387,3642,10335,0.49,0.428,0.904,31.3,14.3,3.0,8.5,129.7,0.164,3.0,48.2,Suns,0.93,0.95,0.95,0.94,1.0,0.94,True
1995,NBA,1,21,Michael Finley,Wisconsin,1103,37996,17306,4804,3245,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,1.0,28.8,Suns,0.96,0.96,0.91,1.0,1.0,0.83,True
1995,NBA,1,27,Mario Bennett,Arizona State,68,606,269,182,24,0.534,0.333,0.511,8.9,4.0,2.7,0.4,1.9,0.153,-0.8,0.2,Suns,0.58,0.36,0.72,0.4,0.19,0.66,False
1995,NBA,2,56,Chris Carr,Southern Illinois,297,4505,1988,658,294,0.416,0.338,0.807,15.2,6.7,2.2,1.0,3.9,0.042,-3.0,-1.1,Suns,0.18,0.44,0.38,0.08,0.75,0.67,False
1994,NBA,1,23,Wesley Person,Auburn,733,20727,8192,2402,1234,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44.0,0.102,0.9,15.2,Suns,0.89,0.82,0.87,0.97,0.97,0.97,True
1994,NBA,2,29,Antonio Lang,Duke,143,1395,329,210,50,0.455,0.0,0.719,9.8,2.3,1.5,0.3,1.7,0.057,-3.8,-0.6,Suns,0.22,0.26,0.18,0.29,0.42,0.31,False
1994,NBA,2,52,Anthony Goldwire,Houston,266,4951,1667,359,737,0.407,0.386,0.792,18.6,6.3,1.3,2.8,6.4,0.062,-1.8,0.3,Suns,0.49,0.42,0.41,0.86,0.9,0.79,False
1993,NBA,1,27,Malcolm Mackey,Georgia Tech,22,69,32,24,1,0.378,0.0,0.5,3.1,1.5,1.1,0.0,0.1,0.036,-8.7,-0.1,Suns,0.39,0.22,0.05,0.32,0.1,0.03,False
1992,NBA,1,22,Oliver Miller,Arkansas,493,11338,3625,2893,1061,0.534,0.116,0.639,23.0,7.4,5.9,2.2,21.1,0.089,0.6,7.4,Suns,0.75,0.57,0.88,0.85,0.73,0.86,False
1992,NBA,2,48,Brian Davis,Duke,68,374,131,55,22,0.317,0.333,0.735,5.5,1.9,0.8,0.3,0.0,0.0,-4.7,-0.3,Suns,0.3,0.11,0.18,0.41,0.11,0.32,False
1991,NBA,2,46,Richard Dumas,Oklahoma State,102,2226,1080,351,111,0.509,0.231,0.694,21.8,10.6,3.4,1.1,4.5,0.097,-0.2,1.0,Suns,0.62,0.46,0.72,0.71,0.58,0.77,False
1990,NBA,1,21,Jayson Williams (↳PHI),St. John's,475,9805,3472,3584,287,0.44,0.125,0.606,20.6,7.3,7.5,0.6,20.0,0.098,-2.8,-2.1,Suns,0.15,0.71,0.46,0.08,0.5,0.21,False
1990,NBA,2,31,Negele Knight,Dayton,276,4513,1699,351,780,0.436,0.263,0.73,16.4,6.2,1.3,2.8,4.2,0.044,-3.0,-1.1,Suns,0.27,0.44,0.44,0.15,0.63,0.52,False
1990,NBA,2,48,Cedric Ceballos,Cal State Fullerton,609,14712,8693,3258,723,0.5,0.309,0.753,24.2,14.3,5.3,1.2,40.4,0.132,0.7,10.1,Suns,0.92,0.88,0.94,0.95,0.95,0.95,True
1989,NBA,1,24,Anthony Cook (↳DET),Arizona,116,1499,418,428,34,0.439,0.0,0.524,12.9,3.6,3.7,0.3,1.0,0.033,-3.7,-0.7,Suns,0.24,0.32,0.3,0.3,0.33,0.36,False
1989,NBA,2,51,Mike Morrison,Loyola (MD),36,153,72,20,11,0.338,0.286,0.8,4.3,2.0,0.6,0.3,-0.3,-0.106,-10.5,-0.3,Suns,0.45,0.05,0.02,0.38,0.06,0.06,False
1989,NBA,2,52,Greg Grant,Trenton State University,274,3350,767,248,751,0.383,0.281,0.71,12.2,2.8,0.9,2.7,1.6,0.023,-2.9,-0.8,Suns,0.21,0.37,0.48,0.19,0.62,0.6,False
2022,NBA,1,19,Jake LaRavia (↳MEM),Wake Forest,70,1220,484,191,79,0.389,0.339,0.822,17.4,6.9,2.7,1.1,1.5,0.059,-2.8,-0.3,Timberwolves,0.41,0.55,0.53,0.51,0.36,0.46,False
2022,NBA,2,40,Bryce McGowens (↳CHO),Nebraska,105,1669,548,195,105,0.419,0.33,0.764,15.9,5.2,1.9,1.0,0.7,0.02,-5.4,-1.4,Timberwolves,0.14,0.33,0.11,0.17,0.31,0.27,False
2022,NBA,2,48,Kendall Brown (↳IND),Baylor,21,103,30,11,8,0.545,0.0,0.6,4.9,1.4,0.5,0.4,0.1,0.055,-5.3,-0.1,Timberwolves,0.51,0.17,0.15,0.61,0.3,0.23,False
2020,NBA,1,1,Anthony Edwards,Georgia,302,10392,6920,1567,1241,0.446,0.353,0.793,34.4,22.9,5.2,4.1,16.5,0.076,0.9,7.7,Timberwolves,0.98,0.91,0.9,0.33,0.18,0.36,False
2020,NBA,1,17,Aleksej Pokusevski (↳OKC),,168,3429,1253,778,327,0.391,0.304,0.702,20.4,7.5,4.6,1.9,-0.2,-0.002,-3.1,-1.0,Timberwolves,0.11,0.08,0.39,0.16,0.12,0.39,False
2020,NBA,2,33,Daniel Oturu (↳LAC),Minnesota,33,188,63,53,10,0.431,0.167,0.706,5.7,1.9,1.6,0.3,0.3,0.086,-5.2,-0.2,Timberwolves,0.44,0.29,0.21,0.53,0.32,0.16,False
2019,NBA,1,11,Cameron Johnson (↳PHO),UNC,283,7220,3325,1095,470,0.447,0.392,0.83,25.5,11.7,3.9,1.7,17.7,0.118,1.2,5.9,Timberwolves,0.95,0.89,0.91,0.69,0.5,0.84,False
2019,NBA,2,43,Jaylen Nowell,Washington,197,3351,1748,425,362,0.446,0.317,0.798,17.0,8.9,2.2,1.8,4.9,0.07,-1.9,0.1,Timberwolves,0.58,0.57,0.58,0.65,0.56,0.63,False
2018,NBA,1,20,Josh Okogie,Georgia Tech,376,7327,2358,1117,447,0.402,0.293,0.748,19.5,6.3,3.0,1.2,10.3,0.067,-2.1,-0.2,Timberwolves,0.25,0.52,0.37,0.45,0.58,0.48,False
2018,NBA,2,48,Keita Bates-Diop,Ohio State,283,4566,1697,848,241,0.474,0.333,0.751,16.1,6.0,3.0,0.9,7.4,0.078,-1.6,0.5,Timberwolves,0.52,0.42,0.48,0.82,0.73,0.82,False
2017,NBA,1,7,Lauri Markkanen (↳CHI),Arizona,403,12482,7308,2923,587,0.459,0.375,0.866,31.0,18.1,7.3,1.5,31.0,0.119,1.2,9.9,Timberwolves,0.89,0.89,0.89,0.69,0.57,0.94,False
2016,NBA,1,5,Kris Dunn,Providence,333,7714,2642,1104,1407,0.437,0.323,0.739,23.2,7.9,3.3,4.2,7.7,0.048,-1.5,1.0,Timberwolves,0.73,0.66,0.64,0.4,0.26,0.41,False
2015,NBA,1,1,Karl-Anthony Towns,Kentucky,573,19455,13121,6216,1815,0.524,0.398,0.839,34.0,22.9,10.8,3.2,75.0,0.185,4.5,31.8,Timberwolves,1.0,1.0,1.0,0.7,0.7,0.8,True
2015,NBA,2,31,Cedi Osman (↳CLE),,476,10815,4427,1411,933,0.432,0.357,0.711,22.7,9.3,3.0,2.0,12.5,0.055,-2.1,-0.3,Timberwolves,0.27,0.46,0.3,0.48,0.78,0.72,False
2014,NBA,1,13,Zach LaVine,UCLA,580,18859,11866,2350,2285,0.464,0.382,0.834,32.5,20.5,4.1,3.9,32.2,0.082,0.7,12.7,Timberwolves,0.9,0.81,0.87,0.82,0.65,0.85,False
2014,NBA,2,40,Glenn Robinson,Michigan,304,5299,1804,776,238,0.457,0.373,0.779,17.4,5.9,2.6,0.8,7.9,0.071,-1.7,0.4,Timberwolves,0.56,0.52,0.54,0.67,0.65,0.62,False
2014,NBA,2,44,Markel Brown (↳BRK),Oklahoma State,113,1794,584,234,132,0.38,0.295,0.781,15.9,5.2,2.1,1.2,1.1,0.029,-2.9,-0.4,Timberwolves,0.27,0.35,0.38,0.44,0.35,0.47,False
2013,NBA,1,9,Trey Burke (↳UTA),Michigan,498,10401,4792,878,1522,0.41,0.345,0.81,20.9,9.6,1.8,3.1,12.9,0.06,-1.3,1.7,Timberwolves,0.62,0.6,0.6,0.54,0.46,0.54,False
2013,NBA,1,26,Andre Roberson (↳GSW ↳OKC),Colorado,307,6801,1382,1230,265,0.473,0.253,0.468,22.2,4.5,4.0,0.9,12.6,0.089,-0.6,2.3,Timberwolves,0.68,0.58,0.72,0.65,0.65,0.74,False
2013,NBA,2,52,Lorenzo Brown,NC State,103,1185,293,151,183,0.364,0.17,0.707,11.5,2.8,1.5,1.8,-0.2,-0.007,-3.5,-0.5,Timberwolves,0.12,0.08,0.2,0.36,0.05,0.36,False
2012,NBA,2,58,Robbie Hummel,Purdue,98,1397,379,266,50,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-3.1,-0.4,Timberwolves,0.31,0.36,0.38,0.12,0.62,0.23,False
2011,NBA,1,2,Derrick Williams,Arizona,428,8864,3809,1693,293,0.434,0.3,0.71,20.7,8.9,4.0,0.7,14.1,0.076,-1.6,0.8,Timberwolves,0.49,0.53,0.51,0.27,0.3,0.3,False
2011,NBA,1,20,Donatas Motiejūnas (↳HOU),,251,4566,1832,952,269,0.469,0.3,0.597,18.2,7.3,3.8,1.1,7.1,0.075,-2.5,-0.5,Timberwolves,0.2,0.39,0.31,0.37,0.42,0.4,False
2010,NBA,1,4,Wesley Johnson,Syracuse,609,13472,4235,1924,645,0.404,0.337,0.741,22.1,7.0,3.2,1.1,10.7,0.038,-1.6,1.2,Timberwolves,0.56,0.59,0.51,0.23,0.26,0.26,False
2010,NBA,1,16,Luke Babbitt (↳POR),Nevada,381,5332,1818,846,224,0.408,0.402,0.747,14.0,4.8,2.2,0.6,7.2,0.065,-2.1,-0.1,Timberwolves,0.37,0.44,0.44,0.33,0.52,0.36,False
2010,NBA,1,23,Trevor Booker (↳WAS),Clemson,532,10872,3679,2932,566,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,-0.5,4.2,Timberwolves,0.71,0.73,0.68,0.81,0.84,0.81,False
2009,NBA,1,5,Ricky Rubio,,698,20694,7570,2830,5160,0.388,0.324,0.843,29.6,10.8,4.1,7.4,42.3,0.098,0.5,13.3,Timberwolves,0.82,0.82,0.77,0.63,0.6,0.63,False
2009,NBA,1,6,Jonny Flynn,Syracuse,163,3738,1504,307,634,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4.0,-1.9,Timberwolves,0.02,0.02,0.09,0.26,0.03,0.17,False
2009,NBA,1,18,Ty Lawson (↳DEN),UNC,551,16088,6977,1506,3316,0.46,0.359,0.77,29.2,12.7,2.7,6.0,42.1,0.126,1.4,13.6,Timberwolves,0.86,0.8,0.9,0.89,0.8,0.94,False
2009,NBA,1,28,Wayne Ellington,UNC,770,16100,6190,1643,852,0.41,0.382,0.843,20.9,8.0,2.1,1.1,21.1,0.063,-1.5,2.2,Timberwolves,0.54,0.59,0.41,0.76,0.76,0.68,False
2009,NBA,2,45,Nick Calathes (↳DAL),Florida,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.5,0.8,Timberwolves,0.45,0.22,0.62,0.72,0.48,0.66,False
2008,NBA,1,3,O.J. Mayo (↳MEM),USC,547,16919,7574,1706,1607,0.429,0.373,0.82,30.9,13.8,3.1,2.9,21.8,0.062,-0.9,4.7,Timberwolves,0.67,0.52,0.67,0.23,0.26,0.2,False
2008,NBA,2,34,Mario Chalmers (↳MIA),Kansas,646,17245,5743,1585,2412,0.417,0.351,0.793,26.7,8.9,2.5,3.7,32.3,0.09,-0.6,5.9,Timberwolves,0.69,0.65,0.74,0.93,0.97,0.83,False
2007,NBA,1,7,Corey Brewer,Florida,819,18771,7097,2287,1250,0.425,0.284,0.713,22.9,8.7,2.8,1.5,22.5,0.058,-1.6,2.0,Timberwolves,0.52,0.6,0.48,0.37,0.41,0.34,False
2006,NBA,1,6,Brandon Roy (↳POR),Washington,326,11561,6136,1388,1517,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.6,16.3,Timberwolves,0.89,0.83,1.0,0.89,0.83,0.97,True
2006,NBA,2,36,Craig Smith,Boston College,403,6826,3080,1567,322,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16.0,0.113,-1.2,1.4,Timberwolves,0.63,0.73,0.67,0.86,0.82,0.86,False
2006,NBA,2,37,Bobby Jones (↳PHI),Washington,91,867,288,149,44,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-4.1,-0.5,Timberwolves,0.26,0.39,0.24,0.35,0.39,0.33,False
2005,NBA,1,14,Rashad McCants,UNC,249,5037,2479,506,331,0.431,0.368,0.741,20.2,10.0,2.0,1.3,3.6,0.035,-1.7,0.4,Timberwolves,0.4,0.28,0.36,0.48,0.26,0.47,False
2005,NBA,2,47,Bracey Wright,Indiana,26,325,129,39,20,0.405,0.324,0.794,12.5,5.0,1.5,0.8,0.5,0.068,-1.6,0.0,Timberwolves,0.29,0.15,0.4,0.53,0.28,0.56,False
2003,NBA,1,26,Ndudi Ebi,,19,86,40,19,4,0.486,0.0,0.462,4.5,2.1,1.0,0.2,0.1,0.051,-3.8,0.0,Timberwolves,0.38,0.1,0.15,0.39,0.1,0.19,False
2001,NBA,2,46,Loren Woods,Arizona,215,2428,555,682,74,0.419,0.143,0.642,11.3,2.6,3.2,0.3,3.1,0.062,-2.5,-0.3,Timberwolves,0.36,0.43,0.39,0.17,0.54,0.46,False
2000,NBA,2,51,Igor Rakočević,,42,244,78,17,33,0.379,0.417,0.806,5.8,1.9,0.4,0.8,0.1,0.022,-4.9,-0.2,Timberwolves,0.51,0.12,0.14,0.5,0.41,0.34,False
1999,NBA,1,6,Wally Szczerbiak,Miami University,651,20052,9195,2602,1532,0.485,0.406,0.86,30.8,14.1,4.0,2.4,53.3,0.127,0.7,13.6,Timberwolves,0.71,0.71,0.74,0.83,0.91,0.79,False
1999,NBA,1,14,William Avery,Duke,142,1205,379,93,199,0.33,0.255,0.714,8.5,2.7,0.7,1.4,-0.9,-0.034,-5.6,-1.1,Timberwolves,0.17,0.03,0.08,0.19,0.03,0.05,False
1998,NBA,1,17,Rasho Nesterović,,811,17983,5519,4143,836,0.502,0.077,0.585,22.2,6.8,5.1,1.0,39.9,0.107,-0.9,5.0,Timberwolves,0.71,0.83,0.59,0.78,0.84,0.75,False
1998,NBA,2,46,Andrae Patterson,Indiana,40,304,120,67,16,0.455,0.0,0.778,7.6,3.0,1.7,0.4,0.7,0.114,-1.9,0.0,Timberwolves,0.44,0.23,0.44,0.56,0.46,0.6,False
1996,NBA,1,5,Ray Allen (↳MIL),UConn,1300,46344,24505,5272,4361,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,2.9,57.6,Timberwolves,0.98,0.98,0.93,0.91,0.97,0.86,True
1995,NBA,1,5,Kevin Garnett,,1462,50418,26071,14662,5445,0.497,0.275,0.789,34.5,17.8,10.0,3.7,191.4,0.182,5.6,96.9,Timberwolves,1.0,1.0,1.0,1.0,1.0,1.0,True
1995,NBA,2,48,Mark Davis,Texas Tech,230,3681,1261,697,294,0.442,0.246,0.655,16.0,5.5,3.0,1.3,2.3,0.03,-2.4,-0.4,Timberwolves,0.31,0.4,0.44,0.34,0.64,0.73,False
1995,NBA,2,49,Jerome Allen,Penn,117,1305,336,123,201,0.35,0.317,0.63,11.2,2.9,1.1,1.7,0.2,0.006,-3.2,-0.4,Timberwolves,0.31,0.22,0.36,0.33,0.31,0.52,False
1994,NBA,1,4,Donyell Marshall,UConn,957,25027,10716,6376,1305,0.435,0.35,0.731,26.2,11.2,6.7,1.4,59.0,0.113,1.1,19.9,Timberwolves,0.92,0.89,0.89,0.71,0.71,0.69,False
1994,NBA,2,30,Howard Eisley,Boston College,786,16013,5116,1324,2748,0.407,0.35,0.827,20.4,6.5,1.7,3.5,19.5,0.058,-1.7,1.3,Timberwolves,0.58,0.61,0.45,0.68,0.77,0.58,False
1993,NBA,1,5,Isaiah Rider,UNLV,563,17851,9405,2166,1535,0.443,0.352,0.812,31.7,16.7,3.8,2.7,22.8,0.061,-1.0,4.5,Timberwolves,0.58,0.59,0.57,0.51,0.4,0.5,False
1992,NBA,1,3,Christian Laettner,Duke,868,25760,11121,5806,2224,0.48,0.261,0.82,29.7,12.8,6.7,2.6,64.9,0.121,1.0,19.5,Timberwolves,0.91,0.91,0.91,0.6,0.77,0.53,False
1992,NBA,2,28,Marlon Maxey,Texas-El Paso,98,1146,479,363,22,0.542,0.0,0.685,11.7,4.9,3.7,0.2,2.6,0.109,-3.0,-0.3,Timberwolves,0.3,0.32,0.28,0.42,0.48,0.42,False
1992,NBA,2,34,Chris Smith,UConn,224,3956,1140,291,627,0.435,0.366,0.713,17.7,5.1,1.3,2.8,3.2,0.039,-2.3,-0.3,Timberwolves,0.3,0.34,0.45,0.43,0.62,0.67,False
1991,NBA,1,7,Luc Longley,New Mexico,567,12006,4090,2794,836,0.462,0.0,0.76,21.2,7.2,4.9,1.5,17.5,0.07,-2.6,-1.9,Timberwolves,0.19,0.64,0.44,0.23,0.34,0.24,False
1990,NBA,1,6,Felton Spencer,Louisville,640,12298,3354,3436,213,0.484,0.0,0.658,19.2,5.2,5.4,0.3,20.9,0.081,-4.3,-7.0,Timberwolves,0.05,0.73,0.21,0.03,0.57,0.13,False
1990,NBA,1,20,Gerald Glass,Ole Miss,201,3347,1553,512,298,0.433,0.236,0.643,16.7,7.7,2.5,1.5,1.8,0.025,-1.9,0.1,Timberwolves,0.65,0.31,0.65,0.55,0.23,0.55,False
